pics,type,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,thisRow.t,notes,welcome.started,text.started,key_resp.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,questions.started,question1.started,slideranswer.started,questions.stopped,slideranswer.response,slideranswer.rt,textbox.text,instruction1.started,text_2.started,key_resp_2.started,instruction1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,experiment1.started,fixation1.started,image.started,buttontomorrow_1.started,buttoninayear_1.started,fixation1.stopped,experiment1.stopped,buttontomorrow_1.numClicks,buttontomorrow_1.timesOn,buttontomorrow_1.timesOff,buttoninayear_1.numClicks,buttoninayear_1.timesOn,buttoninayear_1.timesOff,instruction2.started,instruction.started,instruction2.stopped,experiment2.started,fixation_1.started,image_2.started,slider.started,fixation_1.stopped,experiment2.stopped,slider.response,slider.rt,instructions3.started,instruction_2.started,instructions3.stopped,experiment3.started,fixation_3.started,image_3.started,slider_2.started,fixation_3.stopped,experiment3.stopped,slider_2.response,slider_2.rt,thankyou.started,ThankYou.started,thankyou.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set12(salvador)\salvador-r.jpg,r,0,28,28,32,,,,,,,,,110.90904539998155,,,,,,,,,,,,,,,,,,,,,,,110.8359644000011,110.90904539998155,111.85487179999473,111.85487179999473,111.85487179999473,111.93059809997794,112.8707894999825,1,[1.0412978999956977],[1.0413227000099141],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ra,001,2023-11-26_20h02.31.796,CLT,2023.2.3,59.988902048927415,2023-11-26 20h02.59.736758 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set10(picasso)\picasso-r.jpg,r,0,29,29,26,,,,,,,,,112.94660579998163,,,,,,,,,,,,,,,,,,,,,,,112.87313150000409,112.94660579998163,113.88670420000562,113.88670420000562,113.88670420000562,113.96357389999321,115.0737092999916,1,[1.210984900011681],[1.211010900005931],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ra,001,2023-11-26_20h02.31.796,CLT,2023.2.3,59.988902048927415,2023-11-26 20h02.59.736758 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 3 (Piet)\Piet-R.jpg,r,0,30,30,6,,,,,,,,,115.12116589999641,,,,,,,,,,,,,,,,,,,,,,,115.07704319999903,115.12116589999641,116.10443929999019,116.10443929999019,116.10443929999019,116.13235959998565,118.48571509998874,0,,,1,[2.407618800003547],[2.4076422000071034],,,,,,,,,,,,,,,,,,,,,,,,,,3ra,001,2023-11-26_20h02.31.796,CLT,2023.2.3,59.988902048927415,2023-11-26 20h02.59.736758 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 4 (Piet)\Piet-N.jpg,n,0,31,31,9,,,,,,,,,118.52025219998905,,,,,,,,,,,,,,,,,,,,,,,118.48794059999636,118.52025219998905,119.50286219999543,119.50286219999543,119.50286219999543,119.52515949998633,122.4670335999981,0,,,1,[2.9901881999976467],[2.9902210000145715],,,,,,,,,,,,,,,,,,,,,,,,,,3ra,001,2023-11-26_20h02.31.796,CLT,2023.2.3,59.988902048927415,2023-11-26 20h02.59.736758 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set12(salvador)\salvador-i.jpg,i,0,32,32,30,,,,,,,,,122.68239069997799,,,,,,,,,,,,,,,,,,,,,,,122.47027180000441,122.68239069997799,123.48532680000062,123.48532680000062,123.48532680000062,123.69927759998245,125.96382649999578,0,,,1,[2.505014800000936],[2.5050438000180293],,,,,,,,,,,,,,,,,,,,,,,,,,3ra,001,2023-11-26_20h02.31.796,CLT,2023.2.3,59.988902048927415,2023-11-26 20h02.59.736758 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set9(Gosh)\gosh-r.jpg,r,,,,,0,0,0,23,,,,,132.04257130000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.96568890000344,125.9768458000035,131.97091030000593,132.00283290000516,132.04257130000042,133.01563569999416,133.01563569999416,133.07154449998052,136.53309539999464,6.138888888888888,4.474645400012378,,,,,,,,,,,,,,,3ra,001,2023-11-26_20h02.31.796,CLT,2023.2.3,59.988902048927415,2023-11-26 20h02.59.736758 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set12(salvador)\salvador-i.jpg,i,,,,,0,1,1,30,,,,,136.77681469998788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.5343198000046,136.77681469998788,137.55725039998651,137.55725039998651,137.78288789998624,141.63617889999296,4.966666666666667,4.837853600009112,,,,,,,,,,,,,,,3ra,001,2023-11-26_20h02.31.796,CLT,2023.2.3,59.988902048927415,2023-11-26 20h02.59.736758 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set11(Mich)\mich-i.jpg,i,,,,,0,2,2,27,,,,,141.7735257000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.63711729997885,141.7735257000022,142.6773387999856,142.6773387999856,142.7933092000021,147.0204986000026,2.0666666666666664,5.230538399977377,,,,,,,,,,,,,,,3ra,001,2023-11-26_20h02.31.796,CLT,2023.2.3,59.988902048927415,2023-11-26 20h02.59.736758 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 5 (Clifford)\Clifford-I.jpg,i,,,,,0,3,3,14,,,,,147.12601429998176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.02125920000253,147.12601429998176,148.0507013000024,148.0507013000024,148.12862919998588,151.0061840999988,6.8,3.8503018000046723,,,,,,,,,,,,,,,3ra,001,2023-11-26_20h02.31.796,CLT,2023.2.3,59.988902048927415,2023-11-26 20h02.59.736758 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 1 (Mark)\Mark-I.jpg,i,,,,,0,4,4,0,,,,,151.06782349999412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.00728900000104,151.06782349999412,152.0389307999867,152.0389307999867,152.08312029999797,155.71626839999226,4.0,4.625469699996756,,,,,,,,,,,,,,,3ra,001,2023-11-26_20h02.31.796,CLT,2023.2.3,59.988902048927415,2023-11-26 20h02.59.736758 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set9(Gosh)\gosh-i.jpg,i,,,,,0,5,5,21,,,,,155.75402309998753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.71728660000372,155.75402309998753,156.75006219997886,156.75006219997886,156.77002399999765,159.64482990000397,1,3.8721897000214085,,,,,,,,,,,,,,,3ra,001,2023-11-26_20h02.31.796,CLT,2023.2.3,59.988902048927415,2023-11-26 20h02.59.736758 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set8(Gosh)\gosh-i.jpg,i,,,,,0,6,6,20,,,,,159.88708469999256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.6457477999793,159.88708469999256,160.67468699999154,160.67468699999154,160.89032730000326,162.83168400000432,2.0277777777777777,2.9161904999928083,,,,,,,,,,,,,,,3ra,001,2023-11-26_20h02.31.796,CLT,2023.2.3,59.988902048927415,2023-11-26 20h02.59.736758 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 3 (Piet)\Piet-I.jpg,i,,,,,0,7,7,7,,,,,162.8691933999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.83289580000564,162.8691933999944,163.86652779998258,163.86652779998258,163.88736949997838,165.89096439999412,6.233333333333333,2.990831499977503,,,,,,,,,,,,,,,3ra,001,2023-11-26_20h02.31.796,CLT,2023.2.3,59.988902048927415,2023-11-26 20h02.59.736758 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 2 (Mark)\Mark-N.jpg,n,,,,,0,8,8,3,,,,,165.94133889998193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.89236769999843,165.94133889998193,166.91781029998674,166.91781029998674,166.96903350000503,169.11606129998108,1.0777777777777777,3.1538298999948893,,,,,,,,,,,,,,,3ra,001,2023-11-26_20h02.31.796,CLT,2023.2.3,59.988902048927415,2023-11-26 20h02.59.736758 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set8(Gosh)\gosh-r.jpg,r,,,,,0,9,9,19,,,,,169.8626690999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.11707269999897,169.8626690999954,170.1778295999975,170.1778295999975,170.89914699998917,172.45535039997776,6.655555555555556,2.5659476000000723,,,,,,,,,,,,,,,3ra,001,2023-11-26_20h02.31.796,CLT,2023.2.3,59.988902048927415,2023-11-26 20h02.59.736758 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 1 (Mark)\Mark-R.jpg,r,,,,,0,10,10,2,,,,,172.49933699998655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.4564462999988,172.49933699998655,173.47694890000275,173.47694890000275,173.51839759998256,175.58819959999528,6.21111111111111,3.0797123000083957,,,,,,,,,,,,,,,3ra,001,2023-11-26_20h02.31.796,CLT,2023.2.3,59.988902048927415,2023-11-26 20h02.59.736758 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 3 (Piet)\Piet-R.jpg,r,,,,,0,11,11,6,,,,,175.61749400000554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.58908899998642,175.61749400000554,176.60995549999643,176.60995549999643,176.6303440000047,180.07740219999687,3.8888888888888893,4.443887500005076,,,,,,,,,,,,,,,3ra,001,2023-11-26_20h02.31.796,CLT,2023.2.3,59.988902048927415,2023-11-26 20h02.59.736758 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set10(picasso)\picasso-r.jpg,r,,,,,0,12,12,26,,,,,180.1312554999895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.07814499997767,180.1312554999895,181.11134989999118,181.11134989999118,181.1606242999842,183.23307019998902,6.966666666666667,3.0712455000029877,,,,,,,,,,,,,,,3ra,001,2023-11-26_20h02.31.796,CLT,2023.2.3,59.988902048927415,2023-11-26 20h02.59.736758 +0530,
